text,slot,intent
book a table for at,O O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant
book me a reservation in for,O O O B-restaurant_type O O B-country O B-timeRange I-timeRange,BookRestaurant
what is the forecast for temps in,O O O O O B-condition_temperature O O B-city I-city,GetWeather
give out of,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
how will it be,O B-condition_temperature O O O B-current_location B-timeRange I-timeRange,GetWeather
what is the weather like of the,O O O O O B-spatial_relation I-spatial_relation I-spatial_relation O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
on will it be in,O B-timeRange O O O B-condition_temperature O B-city,GetWeather
i would rate a and give it a best rating of,O O O B-object_select B-object_type O B-rating_value O O O O O O O B-best_rating,RateBook
show me a by,O O O B-object_type O B-object_name I-object_name,SearchCreativeWork
find a called,O O B-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
give out of to,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_part_of_series_type,RateBook
play some music by on,O O B-year O O B-artist I-artist O B-service,PlayMusic
book a that serves in,O O B-restaurant_type O O B-served_dish O B-city I-city B-state,BookRestaurant
need a table at a,O O O O O B-sort I-sort B-cuisine I-cuisine B-restaurant_type,BookRestaurant
i need a in,O O O B-sort B-restaurant_type O B-city,BookRestaurant
give for me,O B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value B-rating_unit O O,RateBook
where can i watch the latest episode of the,O O O O O O O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
book in for,O B-restaurant_name O B-state O B-party_size_number,BookRestaurant
give of,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
what time is playing at the,O O O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent
is it supposed to in,O O O O B-condition_description O B-state,GetWeather
find,O B-object_name I-object_name,SearchCreativeWork
i give a out of,O O B-object_select B-object_type O B-rating_value O O B-best_rating,RateBook
play,O B-service I-service B-genre,PlayMusic
add a to,O O B-music_item O B-playlist I-playlist,AddToPlaylist
can you play the songs by,O O O O B-sort O O B-artist I-artist,PlayMusic
how do i rate stars,O O O O B-object_select B-object_type B-rating_value O,RateBook
i d give a of,O O O B-object_name I-object_name I-object_name I-object_name O B-rating_value O B-best_rating,RateBook
play music,O B-genre O,PlayMusic
add this to playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
is at,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name,SearchScreeningEvent
book a table for at a with the rating,O O O O B-party_size_number O O B-restaurant_type O O B-sort O,BookRestaurant
when is playing at,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
play,O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
what is the local,O O O O B-object_type I-object_type,SearchScreeningEvent
the needs another added,O B-playlist O O B-music_item O,AddToPlaylist
what are playing at the,O B-movie_type I-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
will it in,O O B-condition_description B-timeRange I-timeRange I-timeRange O B-city,GetWeather
add to,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist,AddToPlaylist
what are playing and what is the,O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation O O O O B-object_type I-object_type,SearchScreeningEvent
play on,O B-album I-album I-album O B-service,PlayMusic
what s the weather forecast for at,O O O O O O B-country O B-timeRange I-timeRange,GetWeather
book me a reservation for a on,O O O O O O B-cuisine B-restaurant_type O B-timeRange I-timeRange I-timeRange B-spatial_relation B-poi I-poi,BookRestaurant
tell me whether will be,O O O B-country O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
play the,O O B-sort B-artist I-artist,PlayMusic
what time can i see,O O O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
what will the be like on in my,O O O B-condition_description O O O B-timeRange I-timeRange O O B-current_location I-current_location,GetWeather
will it be from,O O O B-condition_description B-timeRange I-timeRange B-spatial_relation I-spatial_relation O B-city I-city,GetWeather
book a in,O O B-sort B-restaurant_type O B-state I-state,BookRestaurant
play some music by,O O B-year O O B-artist I-artist,PlayMusic
i would like to book a in for at,O O O O O O B-restaurant_type O B-city I-city O B-party_size_number O B-timeRange I-timeRange,BookRestaurant
add to playlist the by,O O B-playlist_owner B-playlist I-playlist I-playlist O O B-music_item O B-artist I-artist,AddToPlaylist
will there be a in,O O O O B-condition_description O B-city B-state B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
is it going to in by,O O O O B-condition_description O B-state O B-timeRange I-timeRange,GetWeather
is it in,O O B-condition_temperature O B-city,GetWeather
play some off of,O O B-artist I-artist O O B-service,PlayMusic
i want to give,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
book a party for at a with in,O O O O B-party_size_number O O B-restaurant_type I-restaurant_type O B-served_dish I-served_dish O B-state B-timeRange I-timeRange I-timeRange,BookRestaurant
where is playing,O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
rate the of,O O B-object_name B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit,RateBook
book a for on in,O O B-restaurant_type O B-party_size_number O B-timeRange I-timeRange O B-state,BookRestaurant
find me a table for somewhee in,O O O O O B-party_size_number O O B-city B-timeRange I-timeRange I-timeRange,BookRestaurant
book some food that is for a party of in,O O B-cuisine B-restaurant_type I-restaurant_type O O O B-spatial_relation I-spatial_relation O O O O B-party_size_number O B-state,BookRestaurant
show creative of,O O B-object_type O B-object_name I-object_name,SearchCreativeWork
play by,O B-track I-track I-track I-track I-track I-track I-track O B-artist I-artist,PlayMusic
book a in on for people,O O B-restaurant_type O B-city O B-timeRange I-timeRange I-timeRange O B-party_size_number O,BookRestaurant
get me a of,O O O B-object_type O B-object_name,SearchCreativeWork
find a for,O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
play music on sort by,O B-artist I-artist O O B-service O O B-sort,PlayMusic
find the,O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
book a table at a for for a party of in,O O O O O B-cuisine B-restaurant_type O B-timeRange I-timeRange O O O O B-party_size_number O B-state,BookRestaurant
find a for,O O B-spatial_relation B-object_type I-object_type O B-movie_type,SearchScreeningEvent
what time is showing,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
put this on,O O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist,AddToPlaylist
i m looking for the titled,O O O O O B-object_type I-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork
rate the a,O O B-object_select B-object_type O B-rating_value,RateBook
play on,O B-playlist I-playlist O B-service,PlayMusic
what is the weather forecast for to,O O O O O O B-timeRange I-timeRange B-spatial_relation O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
book the on,O O B-restaurant_type I-restaurant_type O B-city I-city,BookRestaurant
show me the of movie in,O O O B-object_type O O B-movie_name I-movie_name I-movie_name I-movie_name O B-object_location_type,SearchScreeningEvent
play music from,O O O B-artist I-artist,PlayMusic
show me the with the title,O O O B-object_type O O O B-object_name I-object_name,SearchCreativeWork
add to the playlist,O B-entity_name O O B-playlist I-playlist O,AddToPlaylist
whats the weather in,O O O O B-city B-state I-state,GetWeather
give to,O B-rating_value B-rating_unit O B-object_name I-object_name I-object_name I-object_name I-object_name,RateBook
what is the forecast for,O O O O O B-current_location,GetWeather
show me,O O B-object_name,SearchCreativeWork
add to list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
weather in,O B-timeRange I-timeRange I-timeRange O B-country I-country,GetWeather
show at the,O B-movie_type O O B-spatial_relation B-object_location_type,SearchScreeningEvent
play me a for,O O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork
find the for at the,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
can you give me the for,O O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
i need a reservation for a in,O O O O O O B-sort I-sort B-cuisine B-restaurant_type O B-state,BookRestaurant
play by,O B-track O B-artist I-artist,PlayMusic
rate of,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
i need to add to the starting with favorites from,O O O O O O B-playlist I-playlist I-playlist O O B-playlist_owner O O B-entity_name I-entity_name,AddToPlaylist
i give of,O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit,RateBook
what time is playing at,O O O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name,SearchScreeningEvent
i want to hear some from off of,O O O O O B-year B-music_item O B-artist I-artist O O B-service I-service,PlayMusic
what is the forecast for,O O O B-geographic_poi I-geographic_poi I-geographic_poi O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
add the to playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist
what s the weather forecast for on,O O O O O O B-city B-country O B-timeRange I-timeRange I-timeRange,GetWeather
book a with for in,O O B-sort I-sort B-restaurant_type O B-cuisine O B-party_size_number O B-city,BookRestaurant
add to list,O B-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
i want to get seats at a that serves,O O O O B-party_size_number O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish,BookRestaurant
give to,O B-rating_value B-rating_unit O B-object_select B-object_part_of_series_type,RateBook
will it be in my,O O O B-condition_temperature O O B-current_location I-current_location B-timeRange I-timeRange,GetWeather
book that is,O B-restaurant_type I-restaurant_type O O B-sort I-sort,BookRestaurant
i d like to eat at a,O O O O O B-served_dish I-served_dish I-served_dish B-timeRange I-timeRange I-timeRange O O B-restaurant_type,BookRestaurant
book a spot from,O O O B-spatial_relation O B-country,BookRestaurant
i need to book a table at for that is in,O O O O O O O B-restaurant_type O B-party_size_number O O B-sort I-sort O B-state,BookRestaurant
find,O B-location_name I-location_name B-object_type I-object_type,SearchScreeningEvent
